0.083573,-0.11292,1.0467,2
0.94403,0.24536,0.3635,5
-0.14175,1.0107,-0.072637,3
-0.072509,0.0012427,0.91422,2
-0.08826,1.0426,1.3075,4
-0.078768,0.020636,0.032252,1
0.78419,-0.23628,1.0124,6
-0.092432,0.04416,1.19,2
1.1004,-0.30524,1.2122,6
-0.11732,0.81642,1.2115,4
-0.081423,0.070105,0.18026,1
-0.067049,-0.06504,-0.050723,1
1.1108,0.88076,0.069732,7
0.91052,0.98847,-0.11399,7
0.095163,0.014564,0.87586,2
1.0258,1.2514,0.97889,8
-0.15484,0.91218,-0.094959,3
-0.23935,1.2464,0.086672,3
0.042822,-0.0082968,-0.092593,1
-0.014097,-0.1373,-0.23363,1
0.7607,1.0213,0.82314,8
1.1516,1.3253,0.83053,8
-0.088931,1.04,0.12628,3
1.355,1.2339,0.020705,7
0.095022,-0.11427,0.9144,2
-0.037733,1.0997,-0.12853,3
0.15336,-0.087331,-0.040294,1
1.2552,0.88788,-0.21551,7
1.05,1.1466,0.97284,8
0.25353,1.0763,0.33315,3
-0.20278,0.89189,1.0417,4
0.94698,0.8402,0.96073,8
0.095028,-0.024176,-0.049809,1
0.9734,0.90327,-0.24999,7
0.17114,-0.20848,0.97962,2
0.0090875,0.26885,0.96094,2
0.03866,1.0003,0.083558,3
0.13373,0.043098,0.063617,1
-0.07747,1.058,1.0554,4
0.76287,0.2353,1.1458,6
-0.1224,0.89435,0.04387,3
-0.20551,0.97981,-0.22984,3
-0.060407,0.037399,0.33457,1
-0.10256,-0.032921,0.15462,1
0.94862,0.70086,1.0201,8
1.0982,0.91799,0.10845,7
0.21083,-0.051019,0.88668,2
-0.02556,0.96919,-0.21896,3
0.92623,0.80226,1.1947,8
0.17148,0.8615,0.86774,4
0.91593,0.18356,1.1287,6
-0.21575,0.22611,0.11788,1
1.0683,1.1175,0.10642,7
0.95228,1.0694,0.12141,7
1.0373,1.0035,0.97227,8
-0.15465,0.90583,0.95336,4
1.1985,1.1041,-0.21155,7
1.0216,1.2367,0.90723,8
-0.052364,0.94622,0.066851,3
1.1065,-0.067413,0.92174,6
-0.02364,0.8592,0.99924,4
0.091145,0.93927,0.92241,4
0.85783,1.2158,0.96746,8
0.94522,1.2315,0.80146,8
0.091925,1.1959,-0.046765,3
0.22009,0.95437,0.86018,4
0.26709,-0.26613,-0.1462,1
0.69775,0.059652,0.90761,6
0.97072,1.0297,-0.10065,7
0.082897,0.1154,1.0754,2
-0.059689,1.1381,-0.16334,3
-0.17432,1.0597,0.046129,3
0.78989,1.2497,-0.011299,7
1.1818,0.80399,0.059358,7
1.0164,1.2696,1.0392,8
0.91443,0.16741,0.1719,5
1.1339,-0.16157,-0.062545,5
0.065856,-0.069777,0.20585,1
0.64347,0.13664,-0.082088,5
0.87925,1.122,0.90809,8
-0.53317,-0.075177,0.18195,1
0.26186,1.1337,0.05392,3
1.0425,0.13636,0.12621,5
-0.038992,-0.080083,0.9716,2
1.1388,-0.18218,0.15182,5
0.20695,0.96693,0.19097,3
-0.10623,0.0086627,0.14219,1
1.2417,-0.21703,0.26327,5
-0.026681,1.0833,0.10863,3
