1.1292,0.1644,1.3645,6
1.3558,0.086025,1.0062,6
0.64971,-0.30004,-0.5915,5
-0.16422,-0.00014736,0.82884,2
1.3363,1.2002,1.0994,8
0.042403,0.71985,-0.24695,3
0.18847,-0.15011,-0.24049,1
1.0653,0.27727,-0.042506,5
1.2297,0.95098,-0.11674,7
1.1768,1.1746,0.15583,7
-0.071649,1.4142,-0.23931,3
1.0096,1.1357,0.95911,8
0.079286,-0.4965,-0.35283,1
-0.37541,-0.080174,0.97494,2
0.70044,-0.040214,0.084964,5
0.2167,-0.15704,0.4656,1
0.7541,-0.21468,0.081511,5
0.079979,0.9174,0.25522,3
-0.39283,-0.13619,-0.086555,1
0.82111,1.034,0.24178,7
-0.21875,-0.2418,-0.07828,1
-0.027107,0.024764,1.2426,2
-0.11093,1.0664,0.85256,4
0.23687,1.1901,0.22508,3
0.75094,0.68624,-0.41201,7
-0.19717,0.3495,0.95804,2
1.3257,-0.15632,1.0375,6
1.1429,0.76265,-0.10543,7
0.013334,1.1065,1.23,4
-0.058492,0.77734,-0.27081,3
0.030738,0.0095515,0.95382,2
0.808,0.050838,0.033018,5
0.0011516,1.1814,-0.16547,3
0.13858,0.73,0.1578,3
0.92083,-0.2063,0.35426,5
0.31278,0.25211,0.078866,1
1.1861,0.37304,0.97486,6
-0.2848,-0.24279,1.2915,2
0.086803,0.85083,1.1595,4
-0.10022,1.321,0.60697,3
0.246,1.1241,-0.2146,3
1.5879,1.0517,-0.0035394,7
0.9347,0.39577,0.43328,6
0.054582,-0.36257,0.57851,2
1.3272,1.0263,0.78843,8
0.87902,0.14643,0.57508,6
1.0794,0.012274,-0.13684,5
0.92815,1.1991,0.79588,8
0.99579,0.13938,0.10382,5
-0.31773,0.038017,0.62889,2
1.1896,1.3824,0.69979,8
-0.17084,1.0828,1.19,4
1.125,-0.21004,0.20065,5
1.0212,-0.02632,-0.38203,5
0.037231,-0.15618,0.58229,2
-0.060074,1.0956,0.68808,4
0.014565,0.082912,0.85921,2
1.2094,0.019309,0.89432,6
-0.3752,0.011331,0.91642,2
1.0578,0.14585,1.1669,6
0.48789,0.12471,1.1194,2
0.8914,0.019238,1.1069,6
0.00092912,0.69691,1.1287,4
-0.064037,0.020798,0.98979,2
0.78307,0.14844,-0.038665,5
-0.59712,1.0402,-0.42662,3
1.6546,1.3423,0.83036,8
0.33678,0.043941,1.1221,2
0.34072,0.68781,0.97533,4
0.12015,1.2517,-0.25562,3
0.74012,0.12622,0.0043026,5
0.17202,0.037252,1.057,2
-0.037838,-0.25636,0.60936,2
-0.24239,1.0292,1.1963,4
-0.12268,0.9024,-0.31987,3
1.1557,0.27042,1.5459,6
1.1773,0.18815,0.8667,6
-0.10879,0.76641,0.75473,4
0.10929,0.009514,0.76473,2
1.0955,1.0524,0.35841,7
0.19596,0.47724,-0.22767,3
0.91109,0.94617,0.023288,7
0.28809,1.3568,0.089799,3
1.1839,1.5209,0.082732,7
1.0053,-0.27154,-0.59178,5
1.0194,0.079061,0.78189,6
1.033,1.0509,0.79216,8
1.2993,1.0265,1.266,8
0.11482,1.1135,0.91953,4
0.16765,0.87229,1.3049,4
0.96444,0.36753,0.060124,5
0.87813,-0.029051,0.37326,5
-0.061433,1.2681,0.94885,4
1.2102,1.0104,0.079974,7
0.31226,1.1176,1.6477,4
0.65462,0.13658,1.1176,6
1.0246,0.067965,1.37,6
0.88886,1.2469,1.3639,8
0.87768,0.86786,0.10113,7
0.74553,0.81525,-0.36519,7
1.0839,0.91817,1.0547,8
0.10474,0.70739,0.027163,3
1.3266,-0.079901,0.95189,6
0.82647,1.1687,0.066237,7
1.2312,0.8696,0.75265,8
1.0665,0.62981,-0.21581,7
0.14912,0.83944,-0.3957,3
1.2974,-0.06944,1.392,6
0.12835,0.81188,1.1668,4
-0.027176,0.80113,1.0014,4
-0.16473,0.16664,-0.062102,1
1.0037,0.95177,1.0448,8
-0.083582,0.33803,-0.44616,1
0.58861,1.3554,0.057099,3
-0.20332,0.35593,0.35705,1
-0.15439,0.026743,0.0047705,1
0.86008,-0.58793,0.93554,6
1.1328,-0.38911,0.044621,5
1.1445,0.93421,0.91147,8
1.3592,0.77551,-0.1005,7
0.85143,1.4171,-0.10492,7
1.3162,-0.08671,1.1995,6
-0.02785,1.1083,0.11427,3
1.2269,1.0659,0.10339,7
