0.7562,0.44623,0.37924,5
1.2003,0.13788,0.056673,5
0.26144,0.34928,0.9388,2
1.2323,-0.11779,1.2165,6
0.15368,0.98368,1.2486,4
1.0188,0.11134,0.18005,5
-0.24977,1.0439,-0.39964,3
-0.038338,1.269,0.24818,3
0.1571,0.84845,-0.23519,3
-0.087004,-0.28036,0.23774,1
-0.20474,-0.10391,1.4394,2
0.032075,-0.13837,0.64094,2
0.81054,0.21042,-0.1898,5
0.40666,1.2791,0.033026,3
1.1692,-0.43788,0.99802,6
1.2676,-0.15217,1.0299,6
-0.14579,-0.26683,-0.35886,1
0.21148,1.0074,0.9877,4
1.0083,1.1298,1.1327,8
0.032249,0.72984,0.74677,4
0.78546,0.15475,0.87841,6
-0.13921,1.0723,0.96262,4
-0.041303,-0.18032,0.93866,2
0.13745,0.98459,1.1167,4
1.1365,-0.42633,1.1457,6
0.98696,-0.052604,-0.46074,5
0.85738,1.019,0.67296,8
0.96855,1.3047,0.16874,7
1.0816,0.17646,0.82907,6
-0.11929,1.042,0.95042,4
1.0183,1.1402,-0.18135,7
1.4413,0.033961,0.92064,6
0.21981,-0.24342,0.12886,1
0.33959,0.23424,1.2816,2
-0.094354,1.0049,0.34797,3
0.77228,0.041885,1.1862,6
0.30398,0.072996,0.15675,1
0.25334,0.87552,0.049981,3
-0.0020666,0.8531,1.1585,4
1.028,1.0465,1.3675,8
1.0701,1.4738,-0.0345,7
-0.029493,0.027317,0.97786,2
0.41414,0.93752,0.1739,3
0.042341,0.086204,1.3874,2
0.19268,1.3087,0.28947,3
0.86363,1.1003,0.92904,8
-0.18329,0.094975,0.26922,1
0.21675,-0.24284,0.96218,2
-0.1519,0.16112,-0.065483,1
-0.091842,0.94596,1.1429,4
-0.18292,-0.33308,1.1529,2
1.1966,0.92724,0.15027,7
-0.16364,1.0471,0.89114,4
-0.174,1.1623,1.2783,4
0.85334,-0.099806,0.30228,5
1.2704,1.1465,-0.012607,7
-0.1571,0.13627,0.22856,1
0.84596,1.1458,0.10643,7
1.1565,0.13442,-0.059995,5
1.121,0.92711,-0.18071,7
-0.11554,1.1565,0.81021,4
1.2971,1.6003,0.082511,7
0.22595,1.3372,0.22122,3
1.0434,1.1025,-0.058197,7
0.71852,-0.10517,-0.078101,5
-0.055085,1.0043,0.27689,3
0.99025,0.86688,0.059075,7
0.73409,0.1537,0.45457,5
0.20923,1.461,-0.08497,3
1.0259,0.83184,-0.13203,7
1.2021,-0.045186,1.1647,6
0.65004,-0.29952,0.84037,6
-0.2386,0.71817,0.81088,4
0.12586,0.99174,0.19779,3
1.0532,0.053373,0.96671,6
1.1417,1.033,-0.091322,7
1.1403,-0.10187,-0.29565,5
1.0273,0.10199,0.30431,5
0.2181,0.43714,1.2086,2
-0.10418,0.013811,-0.36324,1
-0.31423,0.17975,0.60209,2
-0.13118,0.89829,-0.35905,3
0.78638,0.010991,0.1157,5
1.1874,1.0576,0.7718,8
0.7272,1.0888,0.95189,8
0.19154,-0.067402,0.83647,2
0.29969,-0.27606,0.23029,1
0.95901,-0.25722,0.16289,5
0.080865,0.0234,0.73947,2
0.23206,1.1811,1.2076,4
1.1584,-0.30249,0.88068,6
0.41011,-0.14799,0.096051,1
0.89993,1.071,0.32172,7
0.14956,0.05305,-0.029603,1
1.1002,-0.020151,1.3506,6
0.85262,0.13206,0.91973,6
0.11998,1.3636,-0.0017841,3
1.152,-0.2211,1.0518,6
0.2606,0.75478,-0.02536,3
-0.3731,1.2282,1.0067,4
0.92203,1.2966,1.2262,8
1.4641,0.89126,0.78221,8
1.214,-0.264,0.1758,5
-0.15841,0.24455,0.86995,2
-0.12117,1.2182,0.33701,3
0.095137,-0.12094,1.2188,2
1.4057,-0.14828,1.0469,6
1.0772,1.0473,-0.24308,7
-0.0283,0.92131,-0.13146,3
1.0018,0.30831,-0.1102,5
-0.0097493,0.23536,0.72429,2
1.207,1.1276,0.82171,8
1.3213,-0.10093,1.3157,6
0.8395,0.96398,0.9904,8
-0.23025,-0.039948,1.0147,2
1.015,0.20142,-0.038277,5
0.06852,1.2281,0.95915,4
-0.015614,0.91141,1.1906,4
1.1636,1.0981,0.19686,7
-0.60821,0.88291,-0.016269,3
1.2526,0.14433,1.1144,6
0.47166,-0.038413,0.020283,1
0.84522,0.89202,0.75707,8
0.019877,-0.087424,-0.071206,1
0.96408,1.1054,0.096337,7
-0.0038627,-0.098904,0.78453,2
0.26617,1.1177,0.86865,4
0.00056822,1.1427,-0.055692,3
-0.024196,1.1675,1.2562,4
0.32747,0.021557,-0.084155,1
1.2437,-0.070829,-0.042835,5
0.29065,-0.10794,0.7387,2
1.3087,-0.024902,0.15532,5
0.086905,1.2063,-0.042361,3
0.13296,0.76696,-0.39252,3
-0.10725,0.84644,-0.057735,3
-0.034491,0.8316,0.10159,3
1.1325,-0.31137,1.4647,6
1.0757,0.042153,0.41322,6
-0.38584,1.1842,1.2902,4
-0.063987,-0.19534,-0.12668,1
-0.22007,0.20617,-0.11589,1
1.1424,0.022079,0.42078,5
-0.063772,-0.039991,0.84368,2
1.1726,0.84447,0.85919,8
1.0779,-0.17785,0.29354,5
-0.014434,-0.1731,1.1986,2
-0.2705,1.0365,0.97022,4
0.36159,-0.082858,0.10684,1
-0.1244,1.0679,0.89803,4
-0.10228,-0.28314,1.1305,2
0.97383,0.23702,0.96949,6
0.050178,-0.13274,0.92808,2
0.61974,1.1742,0.36458,7
0.82089,1.2026,-0.03728,7
0.85684,-0.028966,1.134,6
0.061639,0.39647,-0.020141,1
1.4285,-0.23283,-0.17021,5
1.1559,-0.12415,-0.11825,5
0.1412,0.021291,0.43381,2
0.19866,1.0179,0.28285,3
0.81595,0.011903,-0.049748,5
-0.12795,1.1206,1.2092,4
0.4402,1.1924,0.033764,3
0.98767,1.3196,-0.063244,7
0.92516,0.94745,-0.18911,7
1.0355,1.1856,-0.15686,7
0.099449,0.20806,0.92575,2
0.80163,-0.076664,-0.057806,5
0.23185,-0.059163,0.97542,2
1.2894,0.14963,1.0586,6
1.023,1.0812,-0.41225,7
0.11479,0.99884,-0.13026,3
0.82992,-0.19855,1.1469,6
-0.44979,0.10181,1.0136,2
1.2172,-0.10667,1.0698,6
0.81936,-0.059225,0.88837,6
